,Title,Published_date,Views,Likes,Dislikes,Comments,Month
1135,PS5 fell while Unboxing? | #ps5 #MortaLArmy,2021-03-15,484938,67087,0,765,Mar
1136,Meme Review | UNBOXING PS5 Done | #ps5 #MortaLArmy,2021-03-14,865116,109913,0,374,Mar
1137,RELIVING CHILDHOOD PLAYING PAC-MAN,2021-03-14,120638,18974,0,626,Mar
1138,Valorant Intense Immortal Rank Push Today | S8uL surprise event 2moro on S8uL channel | #mortalarmy,2021-03-13,275858,26510,0,81,Mar
1139,MortaL to play competitive Valorant ? | Valorant montage #MortaLArmy,2021-03-13,107541,16362,0,530,Mar
1140,Now Valo | BOOMBAM CLASSICS with TOXIC MortaL and Boys | PUBG :D | #mortalarmy #s8ul,2021-03-12,505679,46535,0,133,Mar
1141,Valorant now | BACK WITH BOOMBAM CLASSICS | PUBG :D | #mortalarmy #s8ul,2021-03-11,467395,46545,0,191,Mar
1142,POCO POW3R STREAM DAY 4 | HIGHLIGHT | #POCOX3​ #MortaLArmy,2021-03-10,56119,5854,0,283,Mar
1143,GOOD BYE OLD GAMING HOUSE,2021-03-08,979338,133437,0,2809,Mar
1144,Chota 8bit Thug says hello to Mortalarmy #shorts,2021-03-08,5975504,445837,0,2980,Mar
1145,Pedal maari maari maari maari maari maari 🤣 | Scammer mdjt mercy #shorts,2021-03-05,813935,94034,0,1746,Mar
1146,POCO POW3R STREAM DAY 3 | HIGHLIGHT | #POCOX3​ #MortaLArmy,2021-03-04,77761,6529,0,300,Mar
1147,POCO POW3R STREAM #4 | Playing CODM with S8UL Boys on POCO X3 #mortalarmy,2021-03-02,115386,12420,0,163,Mar
1148,Mad**J**t Series EP 6 - MortaL Dead ? | Ft - @8bitbeg4mercy2 @8bitAKSHU07 and Umang,2021-03-02,1133099,156303,0,4528,Mar
1149,EARLY ACCESS | ASTRA VS ASTRA | 35 minutes of FUN LEARNING GUIDE | Valorant | 1v1,2021-03-01,137447,16900,0,353,Mar
1150,POCO POW3R STREAM #3 | Playing CODM with S8UL Boys on POCO X3 #mortalarmy,2021-02-28,135218,15581,0,172,Feb
1151,POCO POW3R STREAM DAY 2 | HIGHLIGHT | #POCOX3​ #MortaLArmy,2021-02-28,46038,5816,0,217,Feb
1152,POCO POW3R STREAM #2 | Playing CODM with S8UL Boys on POCO X3 #mortalarmy,2021-02-26,159547,18778,0,177,Feb
1153,POCO POW3R STREAM DAY 1 | HIGHLIGHT | #POCOX3 #MortaLArmy,2021-02-25,79467,9821,0,449,Feb
1154,POCO POW3R STREAM | Playing CODM with S8UL Boys on POCO X3 #mortalarmy,2021-02-24,269795,32021,0,234,Feb
1155,| Among Us Chill Stream | Kya aaj impostor banenge? | #mortalarmy,2021-02-23,352848,32551,0,161,Feb
1156,VALORANT NOW | PUBG BoomBam Classics and Chicken Dinner Hunting Live #mortalarmy,2021-02-22,488765,43756,0,145,Feb
1157,Finally I did not reload 😂,2021-02-22,1015404,50966,0,446,Feb
1158,Platinum and Diamond vs Immortals in Valorant (Stream Highlights) | Valorant | #MortaLArmy,2021-02-20,415405,34249,0,393,Feb
1159,"Remembering golden days | self roast of sCout, MortaL, VipeR & Rebel | Pubg mobile vibes in Pubg PC",2021-02-18,793686,84973,0,746,Feb
1160,BoomBam Classic Badmashi in Pubg xD Live #mortalarmy,2021-02-17,447261,39738,0,164,Feb
1161,FUNNY MOMENTS IN PUBG Ft- S8uL | #mortalarmy,2021-02-17,284339,39474,0,564,Feb
1162,5v5 Valorant with S8ul | #mortalarmy,2021-02-16,344582,29939,0,140,Feb
1163,Playing the BEST SURVIVAL GAME EVER? Valheim | Ft- S8uL (Scout/Mercy/Zeref) #mortalarmy,2021-02-16,268692,26279,0,107,Feb
1164,Survivor Pass in PUBG PC :D & Solo Grind  #mortalarmy,2021-02-15,488606,43226,0,130,Feb
1165,When Scout and MortaL team up in Valorant | Diamond Boys | #mortalarmy,2021-02-14,237489,26561,0,317,Feb
1166,BoomBam PUBG PUBG PUBG PUBG PUBG PUBG PC | #mortalarmy,2021-02-13,586082,52581,0,181,Feb
1167,Aim level Plat or diamond? #shorts,2021-02-13,141961,15152,0,587,Feb
1168,Valorant Diamond Competitive B)  | #mortalarmy *Minecraft from new gaming house*,2021-02-13,169239,17403,0,80,Feb
1169,PUBG PC NOWWWW | 5v5 Intense Valorant Skirmish | #mortalarmy,2021-02-11,532265,43829,0,159,Feb
1170,SHOCK PEN PRANK in S8uL Gaming House | Challenge Bait xD  | #Vlog2 #S8uLContentTrain,2021-02-10,2480330,259702,0,5202,Feb
1171,BoomBam Classics | PUBG PC FULL CHICKEN DINNER ATTEMPTS | Road to Ranked,2021-02-09,848872,79792,0,212,Feb
1172,LIVE 2 vs 2 Team with one of India's veteran CR Player @8bitmafia |  #mortalarmy,2021-02-08,210525,24253,0,120,Feb
1173,Can We Reach Diamond in Valorant Today | #mortalarmy,2021-02-08,217966,22298,0,167,Feb
1174,Surprise-o-Wot | BoomBam Classics | PUBG PC FULL BADMASHI CHICKEN DINNER ATTEMPTS,2021-02-06,679003,69345,0,357,Feb
1175,They caught me. Can I still win | Impostor in AMONG US | Stream Highlight,2021-02-06,269842,30149,0,377,Feb
1176,"BoomBam Classic | PUBG PC VERSION :""(  YAADIEN TAAZA | Viper Regaltos MortaL Mercy are back",2021-02-05,853498,89352,0,403,Feb
1177,Mining and developing new mining area | #mortalarmy (SURVIVAL MODE ONLY),2021-02-05,251582,22343,0,180,Feb
1178,SURPRISE STREAM PUBLICCCCC | Hello INSOMNIACS :D |  #mortalarmy,2021-02-04,156914,19929,0,110,Feb
1179,Late night Valorant Chill Stream :D | Mamba in the house xD  | #mortalarmy,2021-02-01,209343,19934,0,191,Feb
1180,Sky Igloo Building Continues | MineCraft LIVE | #mortalarmy (SURVIVAL MODE ONLY),2021-01-31,301822,25076,0,89,Jan
1181,"ROADRASH , Reliving the 90's | MortaL is Live | #mortalarmy",2021-01-30,421818,45112,0,267,Jan
1182,Playing Call of Duty Warzone on my new AORUS 3080 GeForce RTX GPU #AORUS #GeForce #RTX #CODWareZone,2021-01-30,208370,21873,0,945,Jan
1183,EVERY TIME MORTAL DIES IN INSIDE | #mortalarmy,2021-01-28,174548,22376,0,321,Jan
1184,Valorant 5v5 Scrimage :D | #mortalarmy,2021-01-27,134017,13002,0,140,Jan
1185,MortaL plays new Game - INSIDE | #mortalarmy,2021-01-25,253559,28099,0,221,Jan
1186,Building SKY IGLOO :D | MineCraft LIVE | #mortalarmy (SURVIVAL MODE ONLY),2021-01-25,265613,21772,0,154,Jan
1187,Valorant - ROAD TO PLATINUM 3 | Jod-o-Wot | #mortalarmy,2021-01-24,167687,17670,0,71,Jan
1188,FINALLY BUILDING IGLOO AND ENCHANTING TOOLS | MineCraft LIVE | #mortalarmy (SURVIVAL MODE ONLY),2021-01-24,224857,20280,0,107,Jan
1189,Valorant - ROAD TO PLATINUM  | Jod-o-Wot | #mortalarmy,2021-01-23,225462,21598,0,97,Jan
1190,I FINALLY GOT A CROWN IN FALL GUYS | 1000IQ | #MortaLArmy,2021-01-20,319944,40743,0,754,Jan
1191,"Stream until CROWN |  FALL GUYS,  JOD-O-WAT | Crown Party  | #mortalarmy",2021-01-17,531647,54310,0,587,Jan
1192,Zombification and Villager trading hall :D Minecraft LIVE  #mortalarmy (SURVIVAL MODE ONLY),2021-01-15,437761,29468,0,256,Jan
1193,Adventure continues in Minecraft  #mortalarmy (SURVIVAL MODE ONLY),2021-01-14,363141,27173,0,155,Jan
1194,MINECRAFT LIVE | Concept Trading Hall :D #mortalarmy (SURVIVAL MODE ONLY),2021-01-13,447313,31698,0,189,Jan
1195,Killer and MasterMind in Among us Proximity Chat FT. @MortaLyt and @S8ULpotHEAD,2021-01-13,445907,45090,0,1004,Jan
1196,Cool Valorant Frags attempt xD (Unrated Badmashi) | #mortalarmy,2021-01-12,155953,16596,0,52,Jan
1197,MINECRAFT LIVE | XP FARM | Enchanting Tools and Snow Sky Island Continues | #mortalarmy,2021-01-12,432606,34047,0,183,Jan
1198,AMONG US FUNNY MOMENTS FT. PROXIMITY CHAT,2021-01-12,369273,39845,0,325,Jan
1199,LIVE GOD LEVEL JETT PLAYER (Valorant only) | #mortalarmy  *MINECRAFT TOMORROW*,2021-01-11,197696,20203,0,70,Jan
1200,FreeFire Live Chill Stream | Solo Gameplay | FF Tournament Soon :D #mortalarmy,2021-01-11,229025,28037,0,277,Jan
1201,We are Guests in MineCraft | Visiting PotHeads SolitaryCraft Kingdom Server | #mortalarmy,2021-01-10,318457,25913,0,292,Jan
1202,PROXIMITY CHAT in Among Us at 10pm | #mortalarmy,2021-01-09,381972,31651,0,146,Jan
1203,MineCraft live  | #mortalarmy,2021-01-08,362861,32589,0,209,Jan
1204,Valo afternoon stream :D | #mortalarmy MINECRAFT AT NIGHT,2021-01-08,218532,23691,0,87,Jan
1205,Valorant LIVE NOW | MINECRAFT LIVE Building Villager TRADING HALL  Centre | #mortalarmy,2021-01-07,414497,32276,0,172,Jan
1206,IGLOO AND Snow Land Building Begins | Plan Changed | #mortalarmy,2021-01-06,575638,45545,0,244,Jan
1207,MINECRAFT LIVE | 1st Glass Base Progress and Planning on the spot | #mortalarmy,2021-01-05,634316,50070,0,290,Jan
1208,"To the year that was not meant to be- Rewind 2020, Mortal",2021-01-04,839634,142114,0,3929,Jan
1209,LIVE | Enchanting tools and Building IRON FARM | #mortalarmy,2021-01-04,647375,52794,0,247,Jan
1210,Valo now | PROXIMITY CHAT in Among Us (S8uL and in game Voice Chat BADMASHI)| #mortalarmy,2021-01-03,529368,46477,0,214,Jan
1211,Completing Lava Base and forming Lava Pond (Enchanting Tools using XP Farm) | #mortalarmy,2021-01-03,641864,68032,0,174,Jan
1212,Sky Island IDEA REVEAL and BUILDING | #mortalarmy,2021-01-02,434375,34738,0,167,Jan
1213,"Exploring BADLANDS, Completing Base Island and SURPRISE ISLAND BUILDING BEGINS SOON | #mortalarmy",2021-01-01,462673,38370,0,189,Jan
1214,VALORANT 5v5 S8uL UNLIMITED ABILITIES | Treasure hunting Stream | #3 | #mortalarmy,2020-12-30,553134,43534,0,144,Dec
1215,First Day of MineCraft and we found the RAREST TREASURE CHEST (HEART OF THE SEA) | #mortalarmy,2020-12-30,247041,28168,0,882,Dec
1216,Island Build Continues #2 Stream | #mortalarmy,2020-12-29,393184,33422,0,147,Dec
1217,High Adrenaline CODM MP Stream | PUSH TO LEGENDARY :D | #mortalarmy,2020-12-29,144074,16125,0,229,Dec
1218,FINAL SHOWDOWN @UjjwalGamer VS @MortaLyt  | CALLOFDUTY MOBILE | #mortalarmy,2020-12-29,105515,12220,0,218,Dec
1219,MineCraft New Kingdom (Basics Grind) | #mortalarmy,2020-12-28,285027,25811,0,159,Dec
1220,[Hindi] Grand Finals | 5v5 & Battle Royale | Call of Duty Mobile India Challenge,2020-12-28,206272,23475,0,22,Dec
1221,Valorant UNRATED FULL MASTI | Mr Beast Costume in FALL GUYS xD xD xD | Crown Party  | #mortalarmy,2020-12-26,384987,43173,0,119,Dec
1222,IT'S FINALLY HERE || ROGUE HEIST || #mortalarmy,2020-12-26,162698,20277,0,1604,Dec
1223,Mad**J**t Series EP 5- Santa Gifts MortaL | ft- @8bitbeg4mercy2  (SHORT IMPORTANT EPISODE),2020-12-25,967672,154441,0,2731,Dec
1224,GETTING MY FIRST BOOYAH WITH @DesiGamers_  | Free Fire | #mortalarmy,2020-12-24,141690,18993,0,536,Dec
1225,"Valo Now , Farm and Animal Shelter Setup :D (MineCraft)   | S8ul Kingdom | #mortalarmy",2020-12-23,431972,36505,0,165,Dec
1226,Randoms and Masti in COD Mobile (CODM Huge Tournament - Pinned Comment) | Chill Stream #mortalarmy,2020-12-23,169155,22094,0,133,Dec
1227,Flooring and Roofing of ground floor of Bootcamp | S8ul Kingdom | #mortalarmy,2020-12-22,441686,39701,0,208,Dec
1228,DEPRESSION IN AMONG US | #mortalarmy,2020-12-22,201052,31290,0,580,Dec
1229,"BoomBam Free Fire Collab Amit Bhai, Desi Gamers x MortaL | Garena | #mortalarmy",2020-12-21,614143,71829,0,414,Dec
1230,1v1 @Ujjwal VS @MortaL Bo3 | Call Of Duty Mobile | Part 1 | #CODM #mortalarmy,2020-12-21,691494,56847,0,1544,Dec
1231,Can we build our bootcamp ground floor in Minecraft | S8ul | #mortalarmy,2020-12-20,390680,35768,0,211,Dec
1232,I PLAYED MINECRAFT FOR THE FIRST TIME | MortaLArmy,2020-12-20,185420,24114,0,522,Dec
1233,Among us BADMASHI with S8uL |  #mortalarmy,2020-12-19,331582,31322,0,168,Dec
1234,BoomBam Stream Cristiano Ronaldo in FREE FIRE | Chrono #mortalarmy #MortaL,2020-12-19,247349,33969,0,218,Dec
1235,Ujjwal Gamer vs MortaL | Call of duty Mobile |  #mortalarmy,2020-12-17,875063,85247,0,680,Dec
1236,MINECRAFT #DAY 1: DAWN OF THE S8uL Kingdom |  #mortalarmy,2020-12-16,548030,44399,0,631,Dec
1237,Valorant and Chill Stream | #mortalarmy,2020-12-14,233056,16798,0,261,Dec
1238,Red Bull M.E.O. Season 3  // World Cricket Championship National Finals,2020-12-13,559174,48707,0,217,Dec
1239,Platinum done? Game- Valorant (KillJoy OP)| STORY MODE GAME 2moro ONWARDS  | #mortalarmy,2020-12-09,208044,18854,0,0,Dec
1240,KillJoyyyyyyy and uske bacche  | #mortalarmy,2020-12-07,396156,32583,0,174,Dec
1241,Valo now | Among us Badmashi  | S8uL ki Ladai aur pyaar xD #mortalarmy,2020-12-06,533262,43499,0,213,Dec
1242,Among us is back | S8uL ki Ladai aur pyaar xD #mortalarmy,2020-12-03,601516,46207,0,426,Dec
1243,COD Mobile BR Push Chill Stream  | Chill Stream #mortalarmy,2020-12-03,225745,24108,0,246,Dec
1244,MORTAL PLAYING HACKNEY YARD | MortaLArmy,2020-12-03,104156,16938,0,539,Dec
1245,5v5 Valorant Chill Stream Ft- S8uL | #mortalarmy,2020-12-01,331616,27597,0,188,Dec
1246,COD Mobile Night | Hackney Yard Map | Chill Stream #mortalarmy,2020-11-30,235796,25331,0,301,Nov
1247,"Skribbl, Artists of S8uL | #MortaLArmy",2020-11-29,581543,49919,0,316,Nov
1248,Call of duty mobile Race Against Clock New mode | New map Video Soon | FT- Regaltos,2020-11-29,65868,11141,0,529,Nov
1249,Mad**J**t Series EP 3 - Revenge | Ft @8bitbeg4mercy2 @soulregaltos9810 Umang,2020-11-28,1405318,214359,0,8484,Nov
1250,HFF WITH S8UL | MortaLArmy,2020-11-26,432775,35962,0,281,Nov
1251,HUMAN FALL FLAT LAUGHTER EDITION PART 2 | MortaLArmy,2020-11-26,298614,41931,0,1069,Nov
1252,HFF is back | Chill Stream | New Maps with S8uL,2020-11-24,526657,44847,0,312,Nov
1253,COD Mobile BR Legendary push hain kyan?  HFF at 10:30pm #mortalarmy,2020-11-24,197591,21340,0,97,Nov
1254,Cod mobile with S8uL  #mortalarmy,2020-11-23,550856,46023,0,329,Nov
1255,Mirzapur characters in Among us | MortaLArmy,2020-11-23,498269,59267,0,3355,Nov
1256,COD Mobile Legendary push hain kyan?  #mortalarmy,2020-11-22,295222,31497,0,223,Nov
1257,Reaction to mean/funny comments PART 1: Ft- @8bitbeg4mercy2  (Headphones Recommended 17.5+),2020-11-20,771952,122850,0,5541,Nov
1258,"[Hindi] Call of Duty Mobile India Invitational | Ft. Team Thug, Scout, Regaltos, Viper, Owais & More",2020-11-20,522498,42843,0,345,Nov
1259,MAXING SEASON 12 BATTLE PASS | CRATE OPENING | CODM | MortaLArmy,2020-11-18,164871,19342,0,831,Nov
1260,Mad**J**t Series EP 2 - The Bet  |   Ft @8bitbeg4mercy2,2020-11-17,1396756,174190,0,3767,Nov
1261,Back with Among us Badmashi  | #mortalarmy #amongus,2020-11-16,593643,43272,0,254,Nov
1262,Sova - Deploying Drone / Take Flight | Radiant Level,2020-11-16,148087,18052,0,643,Nov
1263,Valo Night Chill stream | #mortalarmy,2020-11-15,185100,17558,0,172,Nov
1264,BoomBam Battle Royale | Going Dark in COD Mobile Season 12 | #mortalarmy,2020-11-15,261546,26144,0,120,Nov
1265,Valorant time | MortaL plays Apex Legends for the first time | #mortalarmy,2020-11-14,449336,42498,0,379,Nov
1266,Platinum tonight? Valorant | Flipkart Diwali Special Stream | #mortalarmy,2020-11-13,536469,45890,0,216,Nov
1267,Speed Run | Modern hide and seek in Among us | #MortaLArmy,2020-11-13,821314,76633,0,588,Nov
1268,Mirzapur characters in Among us? xD  | Among us | #mortalarmy,2020-11-11,700636,52483,0,253,Nov
1269,Lets get this Jhagda started xD  | Among Us Live | #mortalarmy,2020-11-10,625376,49147,0,232,Nov
1270,Impostors assemble | Among Us Live | #mortalarmy,2020-11-07,782862,54612,0,286,Nov
1271,Recalling My Journey Clutches and Milestones | For all my followers and supporters  #MortaLARMY,2020-11-06,1446065,164940,0,896,Nov
1272,INDIA VS INDIA IN FIFA 21 | MortaLArmy,2020-11-05,163853,21536,0,475,Nov
1273,Live Chill Jhagde | Among us | #mortalarmy,2020-11-04,640285,53099,0,296,Nov
1274,King of Sabotage and baits | Amongus | MortaLArmy,2020-11-04,916554,89078,0,567,Nov
1275,MortaL plays FIFA 2021 | #mortalarmy !twitter,2020-11-03,463560,46539,0,163,Nov
1276,Crewmates Assemble | Among us | #mortalarmy,2020-11-02,659665,48238,0,227,Nov
1277,Valorant bolte | Among us Badmashi | #mortalarmy,2020-11-01,907613,66962,0,180,Nov
1278,HUGE CRATE OPENING IN CALL OF DUTY MOBILE | MortaLArmy,2020-10-31,251605,27783,0,1150,Oct
1279,Imposter banado yar | #mortalarmy | Among us,2020-10-30,714094,56154,0,272,Oct
1280,"₹1,00,000 Pizza Challenge #Vlog1 ft. S8ul",2020-10-30,3566381,429535,0,7542,Oct
1281,SCAM 1992 IN AMONG US | BEST DOUBLE KILLING | MortaLArmy,2020-10-29,869251,112122,0,1317,Oct
1282,USING 999999 iQ IN AMONG US | BEST IMPOSTER  | MortaLArmy,2020-10-28,1268252,102018,0,893,Oct
1283,9999iq Among us LiveStream | #mortalarmy,2020-10-27,520464,38481,0,223,Oct
1284,BoomBam CodM Battle Royale Chill Stream | #mortalarmy,2020-10-27,207395,23012,0,164,Oct
1285,JOURNEY FROM IRON TO GOLD | VALORANT MONTAGE | MortaLArmy,2020-10-27,315706,36230,0,1211,Oct
1286,S8uL 5v5 Insane Skirmish | No Imposter curse continues | Among us | #mortalarmy,2020-10-26,677482,55739,0,181,Oct
1287,CODM Halloween Bash Event Special Stream | #Mortalarmy,2020-10-24,285510,30619,0,271,Oct
1288,Age Of Empires 1v1v1 Thug vs Mercy vs MortaL  | Mortalarmy,2020-10-23,321758,28209,0,207,Oct
1289,Crewmate loves MortaL  | #mortalarmy,2020-10-22,627712,46752,0,216,Oct
1290,Valorant BoomBam Rank Push | Lets use 0 iq | Impostor x Crewmate | Among us | #mortalarmy,2020-10-21,727543,53584,0,285,Oct
1291,FULL DOMINATION IN THE NEW ALCATRAZ | CODM | MortaLArmy,2020-10-21,146368,16654,0,938,Oct
1292,Valorant Masti :D | BoomBam Rocket League | Battle between the CARS | #mortalarmy,2020-10-20,470426,42256,0,166,Oct
1293,Trick to become impostor in AMONG US | MortalArmy,2020-10-20,865982,101135,0,1193,Oct
1294,Impostor banado yaar :(   Among us Chill stream | #mortalarmy,2020-10-19,817823,63754,0,192,Oct
1295,Among us CrewMate OP | #mortalarmy | #s8ul,2020-10-18,653681,53529,0,339,Oct
1296,I tried BRAWL STARS for the first time | BRAWL STARS | MortaLArmy,2020-10-18,104546,13222,0,768,Oct
1297,AMONG US MASTI BEGINS | S8ul 5v5 Valorant Chill Skirmish xD | #mortalarmy | #s8ul,2020-10-17,474088,42221,0,187,Oct
1298,Raji: An Ancient Epic (Navratri Special Stream) | #mortalarmy | #s8ul,2020-10-17,896779,77346,0,1247,Oct
1299,BoomBam Chill Stream COD Mobile | #mortalarmy | #s8ul,2020-10-17,171523,18158,0,106,Oct
1300,Prison break with @SOULVipeR18  | A WAY OUT | MortaLArmy,2020-10-17,178085,25248,0,358,Oct
1301,Among us Chill Stream | #mortalarmy | #s8ul,2020-10-16,601405,47757,0,181,Oct
1302,MortaL x Scout CODM BoomBam Randoms and Chill Stream | #s8ul,2020-10-16,208361,24569,0,81,Oct
1303,Team SouL CODM 1st Year completion anniversary stream  | mortalarmy | #s8ul,2020-10-15,375216,45898,0,288,Oct
1304,Brawl Stars is hereeeeeee | Special FaceCam xD  | mortalarmy | #s8ul,2020-10-14,308313,32638,0,465,Oct
1305,Among us Badmashi (S8uL All FaceCam) | mortalarmy | #s8ul,2020-10-13,691050,53154,0,246,Oct
1306,BoomBam COD Mobile Chill Stream  | mortalarmy | #s8ul,2020-10-13,284205,30182,0,293,Oct
1307,Every Fall Guys Streamer will watch this Meetup,2020-10-12,263511,35153,0,558,Oct
1308,Sekiro #6 | Abe Raasta Kaha haaaaai  | mortalarmy,2020-10-11,143289,17553,0,125,Oct
1309,Among us Chill Streaaaam  | mortalarmy,2020-10-11,769256,63844,0,340,Oct
1310,Among us and Ladai   | mortalarmy,2020-10-10,673773,51595,0,462,Oct
1311,Sekiro #5 Lets GOOOOO  | mortalarmy,2020-10-10,179772,21184,0,170,Oct
1312,Valo now | Fall guys | Crown Time  | mortalarmy,2020-10-10,333325,41954,0,60,Oct
1313,Among Us 10pm Badmashi | mortalarmy,2020-10-09,763106,57138,0,276,Oct
1314,Fall Guys Season 2 FIRST STREAM :D   | mortalarmy,2020-10-09,434421,49953,0,287,Oct
1315,Sekiro #4 | Raging Bull vs MortaL |  Join button for Membership :D | mortalarmy,2020-10-09,202015,24739,0,74,Oct
1316,BoomBam Call Of Duty Mobile | Mobile Gaming is Back  | mortalarmy,2020-10-08,431894,38715,0,760,Oct
1317,Sekiro #3 | Difficulty level- too high | mortalarmy,2020-10-08,207128,23368,0,202,Oct
1318,NEW UPGRADES IN JAI CHARACTER | FREE FIRE  | MortaLArmy,2020-10-07,119500,15600,0,1060,Oct
1319,Among Us Badmashi FT S8uL all FACECAMMMM :D | mortalarmy,2020-10-06,1011144,74038,0,399,Oct
1320,Now VALORANT | Sekiro    #1     | New Story Mode   |,2020-10-05,565314,52434,0,407,Oct
1321,Rocket League now | Fall Guys Chill Stream | CROWN PARTY KARTE AAAAAJ | mortalarmy,2020-10-04,789394,67689,0,339,Oct
1322,S8uL Valorant 5v5 Friendly Chill Matches | mortalarmy,2020-10-03,444846,38555,0,258,Oct
1323,10:30 Among Us FaceCam Badmashi | mortalarmy,2020-10-02,940802,66823,0,571,Oct
1324,How to be an IMPOSTOR | The perfect impostor | Among Us,2020-10-02,1042213,90721,0,1344,Oct
1325,Reyna in the house | Valorant BOOMBAM Stream | mortalarmy,2020-10-01,389990,37699,0,305,Oct
1326,Now VALORANT | FIRST TIME EVER | AMONG US  (S8uL FaceCam Stream)   | mortalarmy,2020-09-30,1149723,86336,0,467,Sep
1327,Valorant Rank Push xD   | mortalarmy,2020-09-29,490928,46446,0,356,Sep
1328,JAI 2.0 | FREE FIRE | MortaLArmy,2020-09-29,220411,28089,0,2415,Sep
1329,SHORT VALORANT STREAM | Till 11:30pm | mortalarmy,2020-09-28,286357,32114,0,406,Sep
1330,FASTEST AMONG US VICTORY | MortaLArmy,2020-09-28,489903,79816,0,2608,Sep
1331,Among us Badmashi is backkkk | mortalarmy,2020-09-27,1006542,69171,0,389,Sep
1332,"[Hindi] AMD Super Fan Cup | Grand Finals | CODM Battle Royale | Mortal, Jonathan, Scout, Kronten",2020-09-27,797660,68969,0,718,Sep
1333,FreeFire Chill Stream with Badmash ladke | Garena | mortalarmy,2020-09-26,600016,57242,0,862,Sep
1334,Plot twists in Among Us | MortaLArmy,2020-09-25,1094432,95735,0,2322,Sep
1335,Rocket League is here | LetsGOOO,2020-09-23,681578,53978,0,0,Sep
1336,AMONG US mastiiiii :D  #mortalarmy,2020-09-22,1308871,84340,0,53,Sep
1337,BEATING CCTV CAMERA IN AMONG US | IMPOSTOR / CREWMATE,2020-09-22,1459347,118466,0,1482,Sep
1338,Among us with 69iq Imposter / Crewmate | #mortalarmy,2020-09-21,1050180,82320,0,379,Sep
1339,A Way Out #2 |  MortaL x VipeR | Story Intensifies,2020-09-21,537990,53650,0,198,Sep
1340,Mortal Built his own AMD PC || Special AMD build || Self-built || AMD Ryzen & Radeon,2020-09-21,1634115,138822,0,6619,Sep
1341,[Live] GRAND FINALS - Day 2 | KO Fight Night 2020 | Street Fighter V & Tekken 7,2020-09-20,1416084,99087,0,236,Sep
1342,OPENING JAI CHARACTER IN FREE FIRE | MortaLArmy,2020-09-20,239070,32024,0,1836,Sep
1343,A Way Out    ( MortaL x ? ) |  mortalarmy NO PROMOTIONS,2020-09-19,610138,58288,0,329,Sep
1344,Among us | Best 69iq Imposter Chill Stream |  mortalarmy NO PROMOTIONS,2020-09-18,1565137,112234,0,509,Sep
1345,Among us  badmashi Pummel Party  | Chill Stream |  mortalarmy NO PROMOTIONS,2020-09-17,1085230,82633,0,407,Sep
1346,Among us Badmashi Begins |  mortalarmy NO PROMOTIONS,2020-09-17,1502374,121204,0,543,Sep
1347,"Detroit #5 Kara, Markus and Connor, what next? |  mortalarmy NO PROMOTIONS",2020-09-16,441259,48598,0,243,Sep
1348,NOW AMONG BADMASHI | Free Fire Fun GamePlay with S8uL boys | mortalarmy NO PROMOTIONS,2020-09-15,1646571,131886,0,652,Sep
1349,How to lie in Among us | MortaLArmy,2020-09-15,1168234,133354,0,1523,Sep
1350,AMONG US BADMASHI  | mortalarmy NO PROMOTIONS,2020-09-14,1855424,137988,0,349,Sep
1351,MortaL and Total gaming become caster of 5000 diamond match | Garena FREE FIRE,2020-09-13,532570,61214,0,2461,Sep
1352,Among us now 😁MortaL x Total Gaming | Jai Character Unlock. | mortalarmy,2020-09-12,2789011,238653,0,1978,Sep
1353,Among us Clutch match 1v7 ft-  @8bitrebel @SOULVipeR18 @soulregaltos9810 @8bitMAMBA @S8ULpotHEAD,2020-09-12,1733177,128589,0,1706,Sep
1354,AMONG US #2 (Full Badmashi Stream) | mortalarmy,2020-09-11,1719399,125052,0,619,Sep
1355,MortaL tried FREE FIRE with @8bitMafia @8bitrebel @SOULVipeR18  | HIGHLIGHT | MortaLArmy,2020-09-11,794957,0,0,5134,Sep
1356,Detroit: Become Humans #4 Story Intensifies | mortalarmy,2020-09-11,471800,51901,0,169,Sep
1357,AMONG US | mortalarmy,2020-09-10,2062664,148573,0,846,Sep
1358,"Rocket league  badmashi| Handshakes with the FF Community,Mortalarmy | ROG Phone3",2020-09-09,2000994,154490,0,2432,Sep
1359,Detroit: Become Human Story Mode #3 Walkthrough | mortalarmy,2020-09-08,579201,62704,0,159,Sep
1360,MY MORTAL EDITION GAMING PC || SPECIAL AIRDROP || PC TOUR || AORUS X INTEL INTEGRATED ||,2020-09-08,3126939,264645,0,10919,Sep
1361,Detroit: Become Human Story Mode #2 | mortalarmy,2020-09-07,1103352,100395,0,605,Sep
1362,"Now- Valorant Skirmish, ROCKET LEAGUE BoomBam Chill stream| mortalarmy",2020-09-06,2507963,172037,0,895,Sep
1363,Valorant: The ultimate comeback (Back to back Overtime) | S8uL Skirmish | Amateur level?,2020-09-06,688985,56833,0,1128,Sep
1364,MortaL PLAYS VALORANT | SUPER CHILL STREAAAAM  | mortalarmy,2020-09-05,1183397,89301,0,767,Sep
1365,Detroit : Become human (STORY MODE BEGINS NOW) | mortalarmy,2020-09-05,834469,77451,0,695,Sep
1366,PACIFYYYYYYYY | mortalarmy,2020-09-04,1930469,151906,0,738,Sep
1367,Chills Interaction and GETTING OVER IT stream | mortalarmy,2020-09-04,1971998,162235,0,540,Sep
